,Longitude,Latitude,Name.of.School.x,Location,Data.x,Name.of.School.y,Type,Specialty,ISAT.Exceeding.Math..,ISAT.Exceeding.Reading...,Closed,Magnet,Magnet2,Testing,Type2
207,-87.69204069,41.82391375,Brighton Park Elementary School,"(-87.69204069, 41.82391375)",2,Brighton Park Elementary School,Open Enrollment,General,18.6,11.4,0,0,0,0,Open Enrollment
208,-87.69174944,41.76810662,Francis M McKay Elementary School,"(-87.69174944, 41.76810662)",2,Francis M McKay Elementary School,Open Enrollment,General,5.7,5.7,0,0,0,0,Open Enrollment
210,-87.6902983,41.79407382,Talman Elementary School,"(-87.6902983, 41.79407382)",2,Talman Elementary School,Open Enrollment,General,27.3,16.5,0,0,0,0,Open Enrollment
213,-87.68968453,41.81593528,James Shields Elementary School,"(-87.68968453, 41.81593528)",2,James Shields Elementary School,Open Enrollment,General,18.3,12.7,0,0,0,0,Open Enrollment
214,-87.68917624,41.79774019,Florence Nightingale Elementary School,"(-87.68917624, 41.79774019)",2,Florence Nightingale Elementary School,Open Enrollment,General,11.3,8.2,0,0,0,0,Open Enrollment
215,-87.68890154,41.89674048,Frederic Chopin Elementary School,"(-87.68890154, 41.89674048)",2,Frederic Chopin Elementary School,Open Enrollment,General,57.6,47.6,0,0,0,0,Open Enrollment
216,-87.68851192,41.78428993,Donald Morrill Math & Science Elementary School,"(-87.68851192, 41.78428993)",2,Donald Morrill Math & Science Elementary School,Open Enrollment,General,10,5.7,0,0,0,0,Open Enrollment
217,-87.68783576,41.79325514,Rachel Carson Elementary School,"(-87.68783576, 41.79325514)",2,Rachel Carson Elementary School,Open Enrollment,General,19.4,12.2,0,0,0,0,Open Enrollment
220,-87.68572005,41.90531549,Jose De Diego Elementary Community Academy,"(-87.68572005, 41.90531549)",2,Jose De Diego Elementary Community Academy,Open Enrollment,General,16.7,11.3,0,0,0,0,Open Enrollment
221,-87.68570412,41.84919885,William F Finkl Elementary School,"(-87.68570412, 41.84919885)",2,William F Finkl Elementary School,Open Enrollment,General,19.2,9.6,0,0,0,0,Open Enrollment
223,-87.68564411,41.8016744,Walter S Christopher Elementary School,"(-87.68564411, 41.8016744)",2,Walter S Christopher Elementary School,Open Enrollment,General,13.3,5.7,0,0,0,0,Open Enrollment
225,-87.68446868,42.01017628,George Armstrong International Studies ES,"(-87.68446868, 42.01017628)",2,George Armstrong International Studies Elementary School,Open Enrollment,General,30.4,19.5,0,0,0,0,Open Enrollment
228,-87.68380061,41.91851374,Pulaski International School of Chicago,"(-87.68380061, 41.91851374)",2,Pulaski International Academy Elmentary School,Open Enrollment,General,24.2,19.4,0,0,0,0,Open Enrollment
229,-87.68357939,41.87161238,Washington Irving Elementary School,"(-87.68357939, 41.87161238)",2,Washington Irving Elementary School,Open Enrollment,General,22.6,20.9,0,0,0,0,Open Enrollment
230,-87.6833397,41.85287295,Josiah Pickard Elementary School,"(-87.6833397, 41.85287295)",2,Josiah Pickard Elementary School,Open Enrollment,General,16.1,11,0,0,0,0,Open Enrollment
232,-87.68317867,41.89205482,Ellen Mitchell Elementary School,"(-87.68317867, 41.89205482)",2,Ellen Mitchell Elementary School,Open Enrollment,General,30.1,27.3,0,0,0,0,Open Enrollment
234,-87.68190167,41.89958139,Christopher Columbus Elementary School,"(-87.68190167, 41.89958139)",2,Christopher Columbus Elementary School,Open Enrollment,General,42,30.5,0,0,0,0,Open Enrollment
236,-87.68127322,41.83154196,Edward Everett Elementary School,"(-87.68127322, 41.83154196)",2,Edward Everett Elementary School,Open Enrollment,General,13.6,13.6,0,0,0,0,Open Enrollment
237,-87.68108634,41.77753754,Claremont Academy Elementary School,"(-87.68108634, 41.77753754)",2,Claremont Academy Elementary School,Open Enrollment,General,12.1,8.1,0,0,0,0,Open Enrollment
241,-87.68031236,41.87984242,Robert Nathaniel Dett Elementary School,"(-87.68031236, 41.87984242)",2,Victor Herbert Elementary School,Open Enrollment,General,30,10.3,1,0,0,0,Open Enrollment
242,-87.67779928,42.01709536,Jordan Elementary Community School,"(-87.67779928, 42.01709536)",2,Jordan Elementary Community School,Open Enrollment,General,16.9,7.1,0,0,0,0,Open Enrollment
245,-87.67750501,41.82776914,Velma F Thomas Early Childhood Center,"(-87.67750501, 41.82776914)",2,Velma F Thomas Early Childhood Center,Open Enrollment,General,NA,NA,0,0,0,0,Open Enrollment
246,-87.67719555,41.72525315,Kate S Kellogg Elementary School,"(-87.67719555, 41.72525315)",2,Kate S Kellogg Elementary School,Open Enrollment,General,24.2,30.9,0,0,0,0,Open Enrollment
247,-87.67678398,41.71142687,Elizabeth H Sutherland Elementary School,"(-87.67678398, 41.71142687)",2,Elizabeth H Sutherland Elementary School,Open Enrollment,General,37.2,35.7,0,0,0,0,Open Enrollment
248,-87.67632505,41.96784758,James B McPherson Elementary School,"(-87.67632505, 41.96784758)",2,James B McPherson Elementary School,Open Enrollment,General,15.4,15.9,0,0,0,0,Open Enrollment
251,-87.67555599,41.78125258,Charles W Earle Elementary School,"(-87.67555599, 41.78125258)",2,Elaine O Goodlow Elementary Magnet School,Open Enrollment,General,9.8,8.6,1,0,0,0,Open Enrollment
253,-87.67513395,41.77418952,The Montessori School of Englewood Charter,"(-87.67513395, 41.77418952)",2,Luke O'Toole Elementary School,Open Enrollment,General,7.8,4.6,0,0,0,0,Open Enrollment
254,-87.67513395,41.77418952,Luke O'Toole Elementary School,"(-87.67513395, 41.77418952)",2,Luke O'Toole Elementary School,Open Enrollment,General,7.8,4.6,0,0,0,0,Open Enrollment
260,-87.67315753,42.00767533,New Field Elementary School,"(-87.67315753, 42.00767533)",2,New Field Elementary School,Open Enrollment,General,23.2,10.9,0,0,0,0,Open Enrollment
