,Longitude,Latitude,Name.of.School.x,Location,Data.x,Name.of.School.y,Type,Specialty,ISAT.Exceeding.Math..,ISAT.Exceeding.Reading...,Closed,Magnet,Magnet2,Testing,Type2
17,-87.78786686,41.91793654,UNO Charter - Near West Elementary,"(-87.78786686, 41.91793654)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
27,-87.77671136,41.92167549,Chicago Intl Charter - West Belden,"(-87.77671136, 41.92167549)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
40,-87.76534092,41.88234944,Catalyst Elementary School - Circle Rock,"(-87.76534092, 41.88234944)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
41,-87.76332484,41.87273313,Plato Learning Academy Elementary School,"(-87.76332484, 41.87273313)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
59,-87.74720007,41.89214726,KIPP Charter Create,"(-87.74720007, 41.89214726)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
64,-87.74009675,41.80755107,Academy for Global Citizenship Elementary School,"(-87.74009675, 41.80755107)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
83,-87.73036028,41.80789494,UNO Charter School - SPC Daniel Zizumbo Campus,"(-87.73036028, 41.80789494)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
84,-87.73036028,41.80789494,UNO Charter School - PFC Omar E.Torres Campus,"(-87.73036028, 41.80789494)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
99,-87.72195542,41.8973405,Galapagos Elementary Charter School,"(-87.72195542, 41.8973405)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
101,-87.72182581,41.96637821,ASPIRA Charter - Haugan Campus,"(-87.72182581, 41.96637821)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
133,-87.71071543,41.86725283,LEARN Charter ES - Romano Butler Campus,"(-87.71071543, 41.86725283)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
134,-87.7105295,41.95090201,Chicago Intl Charter - Irving Park,"(-87.7105295, 41.95090201)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
140,-87.70883469,41.80106791,UNO 51st and Homan Charter Elementary School,"(-87.70883469, 41.80106791)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
145,-87.70802532,41.85850181,Catalyst Charter ES - Howland,"(-87.70802532, 41.85850181)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
147,-87.70783352,41.89255998,Polaris Charter Academy Elementary School,"(-87.70783352, 41.89255998)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
157,-87.70524106,41.87722085,Alain Locke Charter Elementary Academy,"(-87.70524106, 41.87722085)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
171,-87.7021614,41.88746153,Learn Charter 7 ES,"(-87.7021614, 41.88746153)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
176,-87.69956817,41.9374484,UNO Charter - Carlos Fuentes,"(-87.69956817, 41.9374484)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
180,-87.69877543,41.87786014,LEARN Charter ES - Charles and Dorothy Campbell,"(-87.69877543, 41.87786014)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
183,-87.69738923,41.80833634,UNO Charter School - Officer Donald J. Marquez,"(-87.69738923, 41.80833634)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
196,-87.69432633,41.90680106,Erie Elementary Charter School,"(-87.69432633, 41.90680106)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
197,-87.69397186,41.82291183,UNO Charter - Sandra Cisneros,"(-87.69397186, 41.82291183)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
198,-87.69382513,41.79993702,UNO Charter - Rufino Tamayo,"(-87.69382513, 41.79993702)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
199,-87.69327474,41.81309752,UNO Charter 15 ES,"(-87.69327474, 41.81309752)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
200,-87.69303861,41.77098817,Catalyst-Maria Charter School,"(-87.69303861, 41.77098817)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
202,-87.69265107,41.74536617,Chicago Intl Charter - Wrightwood,"(-87.69265107, 41.74536617)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
203,-87.69251467,41.85000849,UNO Charter - Octavio Paz Campus,"(-87.69251467, 41.85000849)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
211,-87.68992811,41.90037072,UNO Charter Elementary School St Marks,"(-87.68992811, 41.90037072)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
218,-87.68631142,41.87488571,LEARN Charter ES - Excel,"(-87.68631142, 41.87488571)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
226,-87.68444132,42.01646447,UNO Charter - Rogers Park ES,"(-87.68444132, 42.01646447)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
235,-87.68132064,41.92239845,Chicago Intl Charter - Bucktown,"(-87.68132064, 41.92239845)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
266,-87.6711545,41.98334408,Asian Human Services - Passages Charter School,"(-87.6711545, 41.98334408)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
271,-87.67023496,41.79407037,Chicago Intl Charter - Basil,"(-87.67023496, 41.79407037)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
284,-87.66807949,41.88338944,Hope Institute Learning Academy,"(-87.66807949, 41.88338944)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
285,-87.66794196,41.85947665,UNO Charter - Bartolome de Las Casas,"(-87.66794196, 41.85947665)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
287,-87.667687,41.82569,Namaste Charter Elementary School,"(-87.667687, 41.82569)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
288,-87.66767589,41.76739834,Betty Shabazz Intl Charter - Barbara A Sizemore,"(-87.66767589, 41.76739834)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
294,-87.66574597,41.7431489,LEARN Charter School - Hunter Perkins,"(-87.66574597, 41.7431489)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
300,-87.66410941,41.90780404,Rowe Elementary School,"(-87.66410941, 41.90780404)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
301,-87.66395861,41.77534915,Providence Englewood Charter - Bunche,"(-87.66395861, 41.77534915)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
317,-87.65752453,41.72025066,Chicago Intl Charter - Loomis Primary,"(-87.65752453, 41.72025066)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
358,-87.64134488,41.79355292,KIPP Charter Bloom,"(-87.64134488, 41.79355292)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
394,-87.62663448,41.81930389,Bronzeville Lighthouse Charter Elementary School,"(-87.62663448, 41.81930389)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
401,-87.62203124,41.78359459,Chicago Intl Charter - Washington Park,"(-87.62203124, 41.78359459)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
409,-87.61800463,41.67932393,Chicago Charter Collegiate HS,"(-87.61800463, 41.67932393)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
412,-87.61692508,41.68444316,Chicago Intl Charter - Prairie,"(-87.61692508, 41.68444316)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
424,-87.60847172,41.82770517,University of Chicago Charter - Donoghue,"(-87.60847172, 41.82770517)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
426,-87.60843635,41.81363262,University of Chicago Charter - Carter G Woodson,"(-87.60843635, 41.81363262)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
432,-87.60507067,41.6536366,Chicago Intl Charter - Lloyd Bond,"(-87.60507067, 41.6536366)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
438,-87.60021772,41.75245012,Betty Shabazz Intl Charter,"(-87.60021772, 41.75245012)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
457,-87.58788286,41.74315245,Chicago Intl Charter - Avalon / South Shore,"(-87.58788286, 41.74315245)",2,NA,Charter,NA,NA,NA,NA,0,0,0,Charter
163,-87.70465502,42.00930696,Stephen Decatur Classical Elementary School,"(-87.70465502, 42.00930696)",2,Stephen Decatur Classical Elementary School,Classical,General,93.6,93.6,0,0,1,1,MagTest
308,-87.65937102,41.87913069,Mark Skinner Elementary School,"(-87.65937102, 41.87913069)",2,NA,Classical,NA,NA,NA,NA,0,1,1,MagTest
353,-87.64483441,41.9051367,Skinner North Classical School,"(-87.64483441, 41.9051367)",2,Skinner North,Classical,General,100,100,0,0,1,1,MagTest
406,-87.61917677,41.73451387,James E McDade Elementary Classical School,"(-87.61917677, 41.73451387)",2,James E McDade Elementary Classical School,Classical,General,73.3,74.1,0,0,1,1,MagTest
431,-87.60645552,41.70261965,Edgar Allan Poe Elementary Classical School,"(-87.60645552, 41.70261965)",2,Edgar Allan Poe Elementary Classical School,Classical,General,78.8,79.6,0,0,1,1,MagTest
24,-87.77837089,42.00747007,Wildwood Elementary School,"(-87.77837089, 42.00747007)",2,Wildwood Elementary School,Magnet,IB,52.9,33.2,0,1,1,0,Magnet
25,-87.77764028,41.94859865,Ole A Thorp Elementary Scholastic Academy,"(-87.77764028, 41.94859865)",2,Ole A Thorp Elementary Scholastic Academy,Magnet,STEM,48.8,38.7,0,1,1,0,Magnet
80,-87.73060545,41.95048055,Disney II Magnet School,"(-87.73060545, 41.95048055)",2,Disney II Magnet School,Magnet,General,57.8,52,0,1,1,0,Magnet
89,-87.72631742,41.86695871,Frazier Prospective IB Magnet ES,"(-87.72631742, 41.86695871)",2,Frazier Prospective IB Magnet Elementary School,Magnet,IB,37.6,25.4,0,1,1,0,Magnet
90,-87.72631742,41.86695871,Frazier Preparatory Academy Elementary School,"(-87.72631742, 41.86695871)",2,Frazier Prospective IB Magnet Elementary School,Magnet,IB,37.6,25.4,0,1,1,0,Magnet
121,-87.71584573,41.87576191,Leif Ericson Elementary Scholastic Academy,"(-87.71584573, 41.87576191)",2,Leif Ericson Elementary Scholastic Academy,Magnet,STEM,13.3,7.7,0,1,1,0,Magnet
155,-87.70571301,41.74287191,William Bishop Owen Scholastic Academy ES,"(-87.70571301, 41.74287191)",2,William Bishop Owen Scholastic Academy Elementary School,Magnet,General,28.4,29,0,1,1,0,Magnet
168,-87.70224149,41.87384239,Jensen Elementary Scholastic Academy,"(-87.70224149, 41.87384239)",2,Jensen Elementary Scholastic Academy,Magnet,STEM,20.2,11.7,0,1,1,0,Magnet
175,-87.70022859,41.8218786,Nathan S Davis Elementary School,"(-87.70022859, 41.8218786)",2,Nathan S Davis Elementary School,Magnet,STEM,16.2,9.2,0,1,1,0,Magnet
177,-87.69940042,41.81299531,Frank W Gunsaulus Elementary Scholastic Academy,"(-87.69940042, 41.81299531)",2,Frank W Gunsaulus Elementary Scholastic Academy,Magnet,General,24,18.1,0,1,1,0,Magnet
184,-87.69728712,41.84796859,Maria Saucedo Elementary Scholastic Academy,"(-87.69728712, 41.84796859)",2,Maria Saucedo Elementary Scholastic Academy,Magnet,STEM,24.3,16,0,1,1,0,Magnet
224,-87.68475636,41.99536777,Stone Elementary Scholastic Academy,"(-87.68475636, 41.99536777)",2,Stone Elementary Scholastic Academy,Magnet,STEM,45.7,44.7,0,1,1,0,Magnet
233,-87.68304259,41.90684338,Albert R Sabin Elementary Magnet School,"(-87.68304259, 41.90684338)",2,Albert R Sabin Elementary Magnet School,Magnet,IB,18,12.8,0,1,1,0,Magnet
244,-87.67764871,41.88324176,Suder Montessori Magnet ES,"(-87.67764871, 41.88324176)",2,Suder Montessori Magnet Elementary School,Magnet,Montessori,40.7,29.2,0,1,1,0,Magnet
249,-87.67600175,41.76059741,Asa Philip Randolph Elementary School,"(-87.67600175, 41.76059741)",2,Asa Philip Randolph Elementary School,Magnet,General,13.8,4.5,0,1,1,0,Magnet
255,-87.67449563,41.91588634,Thomas Drummond Elementary School,"(-87.67449563, 41.91588634)",2,Thomas Drummond Elementary School,Magnet,Montessori,34,34,0,1,1,0,Magnet
256,-87.67373263,41.90290876,LaSalle II Magnet Elementary School,"(-87.67373263, 41.90290876)",2,LaSalle II Magnet Elementary School,Magnet,Language,33.8,38,0,1,1,0,Magnet
290,-87.66656657,41.77122181,Sir Miles Davis Magnet Elementary Academy,"(-87.66656657, 41.77122181)",2,Sir Miles Davis Magnet Elementary Academy,Magnet,STEM,5.9,3.2,0,1,1,0,Magnet
295,-87.66558526,41.72078152,John H Vanderpoel Elementary Magnet School,"(-87.66558526, 41.72078152)",2,John H Vanderpoel Elementary Magnet School,Magnet,Arts,17.7,24.1,0,1,1,0,Magnet
298,-87.66496329,41.86860344,STEM Magnet Academy,"(-87.66496329, 41.86860344)",2,NA,Magnet,NA,NA,NA,0,1,1,0,Magnet
305,-87.66097599,41.87432724,Andrew Jackson Elementary Language Academy,"(-87.66097599, 41.87432724)",2,Andrew Jackson Elementary Language Academy,Magnet,Language,70.4,62.7,0,1,1,0,Magnet
316,-87.65767253,41.94228994,Hawthorne Elementary Scholastic Academy,"(-87.65767253, 41.94228994)",2,Hawthorne Elementary Scholastic Academy,Magnet,Arts,75.1,66,0,1,1,0,Magnet
318,-87.65732331,41.92317657,Oscar F Mayer Elementary School,"(-87.65732331, 41.92317657)",2,Oscar F Mayer Elementary School,Magnet,Montessori,18.1,17,0,1,1,0,Magnet
327,-87.65347031,41.86532347,John M Smyth Elementary School,"(-87.65347031, 41.86532347)",2,John M Smyth Elementary School,Magnet,IB,6.3,3.2,0,1,1,0,Magnet
328,-87.65340205,41.87124634,Galileo Math & Science Scholastic Academy ES,"(-87.65340205, 41.87124634)",2,Galileo Math & Science Scholastic Academy Elementary School,Magnet,STEM,26.5,22.3,0,1,1,0,Magnet
332,-87.65153745,41.94897646,Inter-American Elementary Magnet School,"(-87.65153745, 41.94897646)",2,Inter-American Elementary Magnet School,Magnet,Language,27.6,21.3,0,1,1,0,Magnet
348,-87.6461175,41.95680712,Walt Disney Magnet Elementary School,"(-87.6461175, 41.95680712)",2,Walt Disney Magnet Elementary School,Magnet,General,46,35.7,0,1,1,0,Magnet
349,-87.64601501,41.91397435,Walter L Newberry Math & Science Academy ES,"(-87.64601501, 41.91397435)",2,Walter L Newberry Math & Science Academy Elementary School,Magnet,STEM,46.2,35.9,0,1,1,0,Magnet
360,-87.64131399,41.84437293,Mark Sheridan Elementary Math & Science Academy,"(-87.64131399, 41.84437293)",2,Mark Sheridan Elementary Math & Science Academy,Magnet,STEM,47.2,38.3,0,1,1,0,Magnet
363,-87.64092929,41.77647883,Joshua D Kershaw Elementary School,"(-87.64092929, 41.77647883)",2,Joshua D Kershaw Elementary School,Magnet,IB,22.3,16.2,0,1,1,0,Magnet
372,-87.63760107,41.9138823,LaSalle Elementary Language Academy,"(-87.63760107, 41.9138823)",2,LaSalle Elementary Language Academy,Magnet,Language,55.5,49.5,0,1,1,0,Magnet
374,-87.6355136,41.90657253,Franklin Elementary Fine Arts Center,"(-87.6355136, 41.90657253)",2,Franklin Elementary Fine Arts Center,Magnet,Arts,55.1,50.2,0,1,1,0,Magnet
385,-87.6302048,41.72560849,Turner-Drew Elementary Language Academy,"(-87.6302048, 41.72560849)",2,Turner-Drew Elementary Language Academy,Magnet,Language,24.2,23.2,0,1,1,0,Magnet
407,-87.61837372,41.83649005,John J Pershing Elementary Humanities Magnet,"(-87.61837372, 41.83649005)",2,NA,Magnet,NA,NA,NA,NA,1,1,0,Magnet
428,-87.60747108,41.72850759,Burnside Elementary Scholastic Academy,"(-87.60747108, 41.72850759)",2,Burnside Elementary Scholastic Academy,Magnet,General,15.5,14.3,0,1,1,0,Magnet
449,-87.59330352,41.79852501,Phillip Murray Elementary Language Academy,"(-87.59330352, 41.79852501)",2,Phillip Murray Elementary Language Academy,Magnet,Language,35,36,0,1,1,0,Magnet
462,-87.57660534,41.72965645,Robert A Black Magnet Elementary School,"(-87.57660534, 41.72965645)",2,Robert A Black Magnet Elementary School,Magnet,STEM,20.1,21,0,1,1,0,Magnet
482,-87.53513861,41.70682232,Matthew Gallistel Elementary Language Academy,"(-87.53513861, 41.70682232)",2,Matthew Gallistel Elementary Language Academy,Magnet,Language,17.8,12.9,0,1,1,0,Magnet
7,-87.81116435,42.00443557,Christian Ebinger Elementary School,"(-87.81116435, 42.00443557)",2,Christian Ebinger Elementary School,Magnet Cluster,Arts,50.6,40.2,0,1,1,0,Magnet Cluster
8,-87.80299207,41.98818136,Norwood Park Elementary School,"(-87.80299207, 41.98818136)",2,Norwood Park Elementary School,Magnet Cluster,Language,50.5,39,0,1,1,0,Magnet Cluster
9,-87.79875667,41.9141236,Harriet E Sayre Elementary Language Academy,"(-87.79875667, 41.9141236)",2,Harriet E Sayre Elementary Language Academy,Magnet Cluster,Language,19.6,17.3,0,1,1,0,Magnet Cluster
31,-87.77038158,41.8678323,George Rogers Clark Elementary School,"(-87.77038158, 41.8678323)",2,George Rogers Clark Elementary School,Magnet Cluster,Arts,22,15.3,0,1,1,0,Magnet Cluster
32,-87.77016525,41.93496641,Marvin Camras Elementary School,"(-87.77016525, 41.93496641)",2,Marvin Camras Elementary School,Magnet Cluster,STEM,11.2,12,0,1,1,0,Magnet Cluster
36,-87.7662615,41.87799914,Oscar DePriest Elementary School,"(-87.7662615, 41.87799914)",2,Oscar DePriest Elementary School,Magnet Cluster,STEM,4.8,9.8,0,1,1,0,Magnet Cluster
39,-87.76564297,41.89767761,Milton Brunson Math & Science Specialty ES,"(-87.76564297, 41.89767761)",2,Milton Brunson Math & Science Specialty Elementary School STEM,Magnet Cluster,STEM,8.8,5.4,0,1,1,0,Magnet Cluster
55,-87.75048169,41.88488257,Spencer Technology Academy,"(-87.75048169, 41.88488257)",2,Spencer Technology Academy,Magnet Cluster,STEM,10.7,11,0,1,1,0,Magnet Cluster
68,-87.73583687,41.87863685,Helen M Hefferan Elementary School,"(-87.73583687, 41.87863685)",2,Helen M Hefferan Elementary School,Magnet Cluster,STEM,25.6,19.2,0,1,1,0,Magnet Cluster
71,-87.73355414,41.87084922,Charles Sumner  Math & Science Community Acad ES,"(-87.73355414, 41.87084922)",2,Charles Sumner  Math & Science Community Acad Elementary School,Magnet Cluster,STEM,13.1,9.7,0,1,1,0,Magnet Cluster
81,-87.73052949,41.88409703,George W Tilton Elementary School,"(-87.73052949, 41.88409703)",2,George W Tilton Elementary School,Magnet Cluster,STEM,10,3.5,0,1,1,0,Magnet Cluster
91,-87.72581893,41.80552325,Richard Edwards Elementary School,"(-87.72581893, 41.80552325)",2,Richard Edwards Elementary School,Magnet Cluster,Arts,17.6,11.4,0,1,1,0,Magnet Cluster
109,-87.71921246,41.92996135,James Monroe Elementary School,"(-87.71921246, 41.92996135)",2,James Monroe Elementary School,Magnet Cluster,Language,15.5,11.6,0,1,1,0,Magnet Cluster
119,-87.71682949,41.95005034,John B Murphy Elementary School,"(-87.71682949, 41.95005034)",2,John B Murphy Elementary School,Magnet Cluster,Arts,22,20.7,0,1,1,0,Magnet Cluster
122,-87.71574626,41.85885599,Dvorak Technology Academy,"(-87.71574626, 41.85885599)",2,Dvorak Technology Academy,Magnet Cluster,STEM,11,10.4,0,1,1,0,Magnet Cluster
126,-87.7132855,41.91196584,Harriet Beecher Stowe Elementary School,"(-87.7132855, 41.91196584)",2,Harriet Beecher Stowe Elementary School,Magnet Cluster,Arts,3.1,2.5,0,1,1,0,Magnet Cluster
129,-87.7125068,41.85266155,Crown Community Academy of Fine Arts Center ES,"(-87.7125068, 41.85266155)",2,Crown Community Academy of Fine Arts Center Elementary School,Magnet Cluster,Arts,3.9,8.8,0,1,1,0,Magnet Cluster
141,-87.70875287,41.75348432,Lionel Hampton Fine & Performing Arts ES,"(-87.70875287, 41.75348432)",2,Lionel Hampton Fine & Performing Arts Elementary School,Magnet Cluster,Arts,9.4,9.4,0,1,1,0,Magnet Cluster
151,-87.706336,41.84224508,Cyrus H McCormick Elementary School,"(-87.706336, 41.84224508)",2,Cyrus H McCormick Elementary School,Magnet Cluster,Language,25.2,10.3,0,1,1,0,Magnet Cluster
156,-87.70543099,41.92334998,Charles R Darwin Elementary School,"(-87.70543099, 41.92334998)",2,Charles R Darwin Elementary School,Magnet Cluster,Language,16,6.9,0,1,1,0,Magnet Cluster
172,-87.70078311,41.87119309,Joseph Kellman Corporate Community ES,"(-87.70078311, 41.87119309)",2,Joseph Kellman Corporate Community Elementary School,Magnet Cluster,STEM,13.3,10.5,0,1,1,0,Magnet Cluster
179,-87.69912725,41.84815451,John Spry Elementary Community School,"(-87.69912725, 41.84815451)",2,John Spry Elementary Community School,Magnet Cluster,Arts,17.9,7.3,0,1,1,0,Magnet Cluster
182,-87.69750011,42.00343519,Daniel Boone Elementary School,"(-87.69750011, 42.00343519)",2,Daniel Boone Elementary School,Magnet Cluster,Arts,22,17.6,0,1,1,0,Magnet Cluster
189,-87.6966316,41.84797834,Telpochcalli Elementary School,"(-87.6966316, 41.84797834)",2,Telpochcalli Elementary School,Magnet Cluster,Language,8.4,7.3,0,1,1,0,Magnet Cluster
195,-87.69454144,41.91801539,Salmon P Chase Elementary School,"(-87.69454144, 41.91801539)",2,Salmon P Chase Elementary School,Magnet Cluster,Language,17.1,11,0,1,1,0,Magnet Cluster
209,-87.69136881,41.96434835,Thomas J Waters Elementary School,"(-87.69136881, 41.96434835)",2,Thomas J Waters Elementary School,Magnet Cluster,Arts,27.2,28.5,0,1,1,0,Magnet Cluster
231,-87.68325438,41.975867,Eliza Chappell Elementary School,"(-87.68325438, 41.975867)",2,Eliza Chappell Elementary School,Magnet Cluster,Language,19.6,17.6,0,1,1,0,Magnet Cluster
238,-87.68107885,41.94509808,John J Audubon Elementary School,"(-87.68107885, 41.94509808)",2,John J Audubon Elementary School,Magnet Cluster,STEM,45.3,34.8,0,1,1,0,Magnet Cluster
239,-87.6808619,41.69305404,Henry R Clissold Elementary School,"(-87.6808619, 41.69305404)",2,Henry R Clissold Elementary School,Magnet Cluster,IB,27.7,26.7,0,1,1,0,Magnet Cluster
240,-87.68078114,41.84809742,Irma C Ruiz Elementary School,"(-87.68078114, 41.84809742)",2,Irma C Ruiz Elementary School,Magnet Cluster,Arts,10.7,12.8,0,1,1,0,Magnet Cluster
250,-87.67577282,41.93924404,Friedrich Ludwig Jahn Elementary School,"(-87.67577282, 41.93924404)",2,Friedrich Ludwig Jahn Elementary School,Magnet Cluster,Language,23.9,15.2,0,1,1,0,Magnet Cluster
252,-87.67519253,41.85778248,Orozco Fine Arts & Sciences Elementary School,"(-87.67519253, 41.85778248)",2,Orozco Fine Arts & Sciences Elementary School,Magnet Cluster,Arts,30.2,17.4,0,1,1,0,Magnet Cluster
257,-87.67370499,41.89243235,Mancel Talcott Elementary School,"(-87.67370499, 41.89243235)",2,Mancel Talcott Elementary School,Magnet Cluster,Arts,25.6,20.8,0,1,1,0,Magnet Cluster
258,-87.67342126,41.85050786,John Greenleaf Whittier Elementary School,"(-87.67342126, 41.85050786)",2,John Greenleaf Whittier Elementary School,Magnet Cluster,Language,6.3,3.9,0,1,1,0,Magnet Cluster
259,-87.67329121,41.80713406,James Hedges Elementary School,"(-87.67329121, 41.80713406)",2,James Hedges Elementary School,Magnet Cluster,Arts,12.6,6.8,0,1,1,0,Magnet Cluster
268,-87.67095905,41.96074129,Ravenswood Elementary School,"(-87.67095905, 41.96074129)",2,Ravenswood Elementary School,Magnet Cluster,Arts,18.9,13.7,0,1,1,0,Magnet Cluster
269,-87.67085683,41.94524725,Alexander Hamilton Elementary School,"(-87.67085683, 41.94524725)",2,Alexander Hamilton Elementary School,Magnet Cluster,Arts,13.8,21.3,0,1,1,0,Magnet Cluster
270,-87.67071879,41.88298698,William H Brown Elementary School,"(-87.67071879, 41.88298698)",2,William H Brown Elementary School,Magnet Cluster,STEM,10.2,3.2,0,1,1,0,Magnet Cluster
273,-87.66985204,41.93796493,Augustus H Burley Elementary School,"(-87.66985204, 41.93796493)",2,Augustus H Burley Elementary School,Magnet Cluster,STEM,54.2,53.3,0,1,1,0,Magnet Cluster
279,-87.66864691,41.91233061,Jonathan Burr Elementary School,"(-87.66864691, 41.91233061)",2,Jonathan Burr Elementary School,Magnet Cluster,Language,29.1,22.2,0,1,1,0,Magnet Cluster
283,-87.66813597,41.7384262,Foster Park Elementary School,"(-87.66813597, 41.7384262)",2,Foster Park Elementary School,Magnet Cluster,Arts,8,5.7,0,1,1,0,Magnet Cluster
296,-87.66538928,41.89179703,James Otis Elementary School,"(-87.66538928, 41.89179703)",2,James Otis Elementary School,Magnet Cluster,Language,21.8,11.1,0,1,1,0,Magnet Cluster
297,-87.66505758,41.90891372,Rodolfo Lozano Bilingual & International Ctr ES,"(-87.66505758, 41.90891372)",2,Rodolfo Lozano Bilingual & International Center Elementary School,Magnet Cluster,Language,9.3,11.3,0,1,1,0,Magnet Cluster
299,-87.66495825,41.95080812,James G Blaine Elementary School,"(-87.66495825, 41.95080812)",2,James G Blaine Elementary School,Magnet Cluster,Arts,61.3,50.1,0,1,1,0,Magnet Cluster
310,-87.65833342,41.98915734,George B Swift Elementary Specialty School,"(-87.65833342, 41.98915734)",2,George B Swift Elementary Specialty School,Magnet Cluster,Arts,25.4,16.2,0,1,1,0,Magnet Cluster
314,-87.6579887,41.85600113,Manuel Perez Elementary School,"(-87.6579887, 41.85600113)",2,Manuel Perez Elementary School,Magnet Cluster,Arts,14.8,8.7,0,1,1,0,Magnet Cluster
315,-87.65794915,41.97581137,William C Goudy Elementary School,"(-87.65794915, 41.97581137)",2,William C Goudy Elementary School,Magnet Cluster,STEM,30.8,23.6,0,1,1,0,Magnet Cluster
320,-87.65619167,41.93412004,Louis A Agassiz Elementary School,"(-87.65619167, 41.93412004)",2,Louis A Agassiz Elementary School,Magnet Cluster,Arts,27.5,27.5,0,1,1,0,Magnet Cluster
321,-87.65544435,41.72966698,Fort Dearborn Elementary School,"(-87.65544435, 41.72966698)",2,Fort Dearborn Elementary School,Magnet Cluster,Arts,25.2,14.1,0,1,1,0,Magnet Cluster
324,-87.65380002,41.83805473,Charles N Holden Elementary School,"(-87.65380002, 41.83805473)",2,Charles N Holden Elementary School,Magnet Cluster,Arts,16.7,11.5,0,1,1,0,Magnet Cluster
333,-87.65097549,41.95283701,Horace Greeley Elementary School,"(-87.65097549, 41.95283701)",2,Horace Greeley Elementary School,Magnet Cluster,Language,26.9,16.3,0,1,1,0,Magnet Cluster
338,-87.64971223,41.95997841,Joseph Brennemann Elementary School,"(-87.64971223, 41.95997841)",2,Joseph Brennemann Elementary School,Magnet Cluster,Arts,18.1,10.9,0,1,1,0,Magnet Cluster
344,-87.64748868,41.7849277,Nicholson Technology Academy,"(-87.64748868, 41.7849277)",2,Nicholson Technology Academy,Magnet Cluster,STEM,22.6,8.9,0,1,1,0,Magnet Cluster
345,-87.64702985,41.68100687,Thomas J Higgins Elementary Community Academy,"(-87.64702985, 41.68100687)",2,Thomas J Higgins Elementary Community Academy,Magnet Cluster,Arts,19.1,9.8,0,1,1,0,Magnet Cluster
354,-87.64459776,41.94162999,Louis Nettelhorst Elementary School,"(-87.64459776, 41.94162999)",2,Louis Nettelhorst Elementary School,Magnet Cluster,Arts,38.2,42.4,0,1,1,0,Magnet Cluster
357,-87.642615,41.7956493,Dewey Elementary Academy of Fine Arts,"(-87.642615, 41.7956493)",2,Dewey Elementary Academy of Fine Arts,Magnet Cluster,Arts,3.3,0.5,0,1,1,0,Magnet Cluster
